Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
STEP Aire,2025-04-18,RSV-N,NA,2356064.8,0.74893624,0.6104495,0.88473266
STEP Aire,2025-04-19,RSV-N,NA,3052048.9,0.74914443,0.60866994,0.88312316
STEP Aire,2025-04-20,RSV-N,NA,1412535.9,0.74966156,0.6094165,0.88481367
STEP Aire,2025-04-21,RSV-N,NA,469007,0.7504794,0.6108762,0.8870072
STEP Aire,2025-04-22,RSV-N,NA,469007,0.7515887,0.6119347,0.8889519
STEP Aire,2025-04-23,RSV-N,469007,764224.4,0.7529793,0.61134,0.89215785
STEP Aire,2025-04-24,RSV-N,NA,469007,0.7546396,0.6122721,0.89236325
STEP Aire,2025-04-25,RSV-N,NA,427672.56,0.75655717,0.61706245,0.89310145
STEP Aire,2025-04-26,RSV-N,1059441.8,427672.56,0.7587177,0.6181142,0.89683443
STEP Aire,2025-04-27,RSV-N,0,386338.12,0.7611055,0.61816585,0.89865065
STEP Aire,2025-04-28,RSV-N,386338.12,193169.06,0.7637028,0.6215538,0.90292454
STEP Aire,2025-04-29,RSV-N,NA,193169.06,0.7664907,0.62050265,0.90981126
STEP Aire,2025-04-30,RSV-N,NA,0,0.76945007,0.62237024,0.91533107
STEP Aire,2025-05-01,RSV-N,0,193169.06,0.7725627,0.6235732,0.9213184
